"","X","household_key","BASKET_ID","DAY","PRODUCT_ID","QUANTITY","BASE_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","NET_SPEND_AMT","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC","PRICE_PER_PRODUCT"
"12636",12636,316,34850898226,9,824555,2,0.4,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES",0.2
"12653",12653,837,34850911081,8,848631,2,5.72,-0.74,-2,2.98,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HISPANIC","MEXICAN SAUCESSALSAPICANTEE",2.86
"12691",12691,811,34850917545,8,830456,1,7.19,-1.6,0,5.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COOKIES/CONES","MULTI-PACK COOKIES",7.19
"12740",12740,419,34850927918,8,12781498,1,0.99,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","SGL SV/VEND MACH SNACKS CHIP/P",0.99
"12746",12746,92,34850937008,8,822115,1,3.13,0,0,3.13,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE 100% PURE JUICE OTH",3.13
"12767",12767,695,34850947351,8,820361,3,3.94,-0.97,0,2.97,"35-44","B","35-49K","Unknown","1 Adult Kids","3","2","GROCERY","BEANS - CANNED GLASS & MW","VARIETY BEANS - KIDNEY PINTO",1.31333333333333
"12869",12869,315,34850980148,8,866227,6,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,"PASTRY","BREAKFAST SWEETS","SW GDS:DONUTS",0.5
"12873",12873,434,34850990382,8,829950,1,8.99,-1,0,7.99,"35-44","A","15-24K","Homeowner","2 Adults Kids","3","1","GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS",8.99
"12949",12949,23,34851019269,8,893501,1,2.3,-0.71,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"12979",12979,668,34851050415,8,839849,1,0.59,0,0,0.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",0.59
"13010",13010,136,34851055670,8,868764,1,2.3,-0.71,0,1.59,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"13027",13027,45,34851056566,8,939546,1,3.29,0,0,3.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS",3.29
"13091",13091,784,34851123943,9,861485,1,0.75,0,0,0.75,"45-54","A","100-124K","Homeowner","Single Female","2","None/Unknown","PRODUCE","VEGETABLES - ALL OTHERS","GREENS",0.75
"13122",13122,580,34851135801,8,1032950,1,1.99,-0.16,0,1.83,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOUP","RTS SOUP: CHUNKY/HOMESTYLE ET",1.99
"13134",13134,604,34851137538,8,897083,1,6.99,0,0,6.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","ENERGY DRINK",6.99
"13220",13220,515,34851178282,8,821565,1,2.98,-0.49,0,2.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","PIZZA/PREMIUM",2.98
"13243",13243,417,34851187122,8,835576,1,0.2,0,0,0.2,"45-54","A","35-49K","Unknown","Single Female","2","None/Unknown","GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES",0.2
"13359",13359,406,34851216645,8,894968,1,1.89,0,0,1.89,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","MISCELLANEOUS MILK",1.89
"13393",13393,521,34851227132,8,860776,4,3.34,-0.67,0,2.67,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","CUCUMBERS",0.835
"13398",13398,133,34851227769,8,870780,2,2.16,-0.58,0,1.58,"45-54","A","Under 15K","Homeowner","Single Male","2","None/Unknown","GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",1.08
"13414",13414,767,34851235758,8,825343,1,9.5,-3.46,0,6.04,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF",9.5
"13458",13458,167,34851236059,8,866871,1,3.94,-1.07,0,2.87,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES BLACK/BLUE",3.94
"13490",13490,438,34851237245,8,830503,1,3.99,0,0,3.99,"35-44","A","50-74K","Probable Owner","2 Adults No Kids","2","None/Unknown","MEAT-PCKGD","LUNCHMEAT","HAM",3.99
"13526",13526,554,34851280106,8,820321,1,3.49,0,0,3.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS",3.49
"13575",13575,77,34851282082,8,1003188,1,1.89,0,0,1.89,"35-44","A","100-124K","Homeowner","2 Adults Kids","5+","3+","GROCERY","CANNED JUICES","APPLE JUICE & CIDER (OVER 50%",1.89
"13582",13582,832,34851290140,8,824073,2,4.4,-0.7,0,3.7,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.2
"13689",13689,605,34856166659,8,33247,1,3.19,0,0,3.19,"25-34","A","75-99K","Homeowner","2 Adults Kids","4","2","GROCERY","BAG SNACKS","DIPS (NON-REFRIGERATED)",3.19
"13709",13709,996,34872941221,9,843898,1,2.78,-0.39,0,2.39,"55-64","A","25-34K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","COLD CEREAL","KIDS CEREAL",2.78
"13735",13735,735,34872966348,9,1074509,2,3.7,0,0,3.7,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN NOVELTIES/WTR ICE","WATER ICE",1.85
"13743",13743,326,34872981703,9,1109206,1,21.99,0,0,21.99,NA,NA,NA,NA,NA,NA,NA,"PASTRY","CAKES","CAKES: ICE CREAM",21.99
"13744",13744,526,34872990296,9,5568758,1,9.99,-2,0,7.99,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE",9.99
"13786",13786,937,34873007325,9,830245,1,3.48,-0.49,0,2.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","TORTILLA/NACHO CHIPS",3.48
"13810",13810,401,34873011350,9,891061,1,3.69,0,0,3.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HOUSEHOLD CLEANG NEEDS","TOILET BOWL AUTOMATIC",3.69
"13812",13812,338,34873012645,9,831815,1,0.17,0,0,0.17,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOUP","RAMEN NOODLES/RAMEN CUPS",0.17
"13864",13864,382,34873043437,9,1069312,1,13.79,0,0,13.79,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VALUE ADDED FRUIT","INSTORE CUT FRUIT",13.79
"13978",13978,203,34873106529,9,830156,1,2.29,0,0,2.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIE/DESSERTS","FRZN WHIPPED TOPPING",2.29
"14219",14219,166,34873172492,9,825365,1,3.48,-0.49,0,2.99,"25-34","A","50-74K","Homeowner","2 Adults Kids","3","1","MEAT-PCKGD","LUNCHMEAT","PEPPERONI/SALAMI",3.48
"14242",14242,242,34873206360,9,826249,1,1.7,-0.41,0,1.29,"45-54","A","75-99K","Homeowner","2 Adults Kids","5+","3+","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"14324",14324,183,34873240873,9,947858,1,15.44,-4.73,0,10.71,NA,NA,NA,NA,NA,NA,NA,"MEAT","PORK","ENHANCED",15.44
"14367",14367,498,34873262133,9,12188611,1,1.34,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","FROSTING",1.34
"14420",14420,733,34873293257,9,906502,2,0.5,0,0,0.5,"45-54","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CAT FOOD","CANNED CAT FOOD (9 LIVES/FRISK",0.25
"14680",14680,716,34873372930,9,1058997,1,2.2,-0.35,0,1.85,"45-54","A","75-99K","Homeowner","2 Adults Kids","5+","3+","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.2
"14685",14685,273,34873377396,10,1053690,1,2.3,-0.71,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"14690",14690,833,34873387207,9,826249,1,1.7,-0.41,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"14700",14700,280,34873401110,9,883404,1,1.59,-0.3,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD",1.59
"14770",14770,816,34873432184,9,995230,1,1.49,0,0,1.49,"25-34","U","50-74K","Unknown","Single Female","1","None/Unknown","GROCERY","BLEACH","LIQUID BLEACH",1.49
"14880",14880,931,34873468476,9,824931,2,10.96,0,0,10.96,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","PIZZA/PREMIUM",5.48
"14946",14946,312,34873486567,9,856166,1,2.31,-0.53,0,1.78,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","NATURAL CHEESE EXACT WT CHUNKS",2.31
"14965",14965,124,34873488064,10,834117,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE",3.99
"15032",15032,626,34873500207,9,852317,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","BURRITOS",0.333333333333333
"15037",15037,572,34873568777,8,1332777,1,11.99,0,0,11.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",11.99
"15052",15052,963,34880920677,7,1188731,1,0.99,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES SALAD","HEAD LETTUCE",0.99
"15077",15077,314,35000531656,10,820486,3,6.18,0,0,6.18,"45-54","U","75-99K","Homeowner","2 Adults Kids","3","1","GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T",2.06
"15157",15157,482,35000556674,10,846830,3,6.1,-0.55,0,5.55,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS",2.03333333333333
"15169",15169,97,35000560748,10,833025,1,1.16,0,0,1.16,"45-54","U","75-99K","Unknown","Single Female","1","None/Unknown","GROCERY","MILK BY-PRODUCTS","SOUR CREAMS",1.16
"15245",15245,266,35000586721,10,826249,1,1.7,-0.41,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"15262",15262,201,35000592099,10,831815,1,0.2,-0.05,0,0.15,"45-54","A","15-24K","Homeowner","2 Adults Kids","5+","3+","GROCERY","SOUP","RAMEN NOODLES/RAMEN CUPS",0.2
"15292",15292,392,35000601511,10,821209,1,8.99,-1,0,7.99,"35-44","A","250K+","Homeowner","2 Adults Kids","3","1","GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS",8.99
"15350",15350,967,35000640934,10,879755,2,3.16,-0.58,0,2.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.58
"15428",15428,348,35000668172,10,897165,1,3.7,-0.76,0,2.94,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","STONE FRUIT","PEACHES YELLOW FLESH",3.7
"15484",15484,262,35000681550,10,1112459,1,3.08,-0.79,0,2.29,NA,NA,NA,NA,NA,NA,NA,"SEAFOOD-PCKGD","SEAFOOD - MISC","SEAFOOD-MISC-SAUCES/MARIN-WET",3.08
"15485",15485,793,35000686740,10,995242,2,5.4,-1.7,0,3.7,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.7
"15541",15541,224,35000746621,10,838186,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED SWEET GOODS","SW GDS:DONUTS",3.99
"15624",15624,176,35000786052,9,838563,1,1.85,0,0,1.85,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS",1.85
"15668",15668,101,35000800766,10,882138,2,2.68,-0.9,0,1.78,"45-54","A","Under 15K","Homeowner","2 Adults Kids","4","2","GROCERY","VEGETABLES - SHELF STABLE","BEANS GREEN: FS/WHL/CUT",1.34
"15906",15906,497,35000838297,10,851231,1,3.18,-0.59,0,2.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","PRETZELS",3.18
"15922",15922,114,35000856317,10,949983,1,3.51,-0.92,0,2.59,"25-34","U","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","TOASTER PASTRIES",3.51
"15988",15988,542,35000882157,10,824796,1,3.99,-0.5,0,3.49,"25-34","U","35-49K","Unknown","Single Female","1","None/Unknown","GROCERY","COFFEE","GROUND COFFEE",3.99
"16004",16004,960,35000902736,10,847693,1,3.49,0,0,3.49,"35-44","A","125-149K","Homeowner","2 Adults Kids","5+","3+","GROCERY","BAG SNACKS","PRETZELS",3.49
"16013",16013,579,35000908262,9,993466,2,7.36,-2.18,0,5.18,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR",3.68
"16055",16055,7,35000926155,10,894360,1,2.69,0,0,2.69,"45-54","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","PASTRY","CAKES","CAKES: ANGEL FDS/CKE ROLLS",2.69
"16159",16159,384,35000978101,10,981521,1,2.19,-0.2,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BLEACH","LIQUID BLEACH",2.19
"16197",16197,787,35000982498,10,856772,1,1.29,0,0,1.29,"25-34","B","25-34K","Homeowner","Single Male","1","None/Unknown","GROCERY","BAKED SWEET GOODS","SNACK CAKE - MULTI PACK",1.29
"16269",16269,519,35001026736,10,835300,1,7.51,-2.1,0,5.41,NA,NA,NA,NA,NA,NA,NA,"MEAT","CHICKEN","CHICKEN THIGHS",7.51
"16424",16424,657,35001060527,10,908087,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"PASTRY","PIES","PIES: CREAM/MERINGUE",3.99
"16441",16441,729,35002875010,10,1780098,1,3.13,0,0,3.13,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","BEANS",3.13
"16686",16686,431,35080161811,11,822140,1,2.04,-0.19,0,1.85,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS",2.04
"16701",16701,953,35080186830,11,849843,1,1.59,-0.3,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR",1.59
"16739",16739,812,35080223479,11,879755,2,3.16,-0.58,0,2.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.58
"16803",16803,774,35080245320,11,822407,5,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","PASTA: CANNED",1
"17118",17118,935,35080311131,11,934519,1,1.29,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.29
"17119",17119,808,35080313606,11,951976,1,2.98,-0.99,0,1.99,"45-54","U","75-99K","Homeowner","2 Adults Kids","3","1","GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS",2.98
"17237",17237,747,35080415583,11,864063,1,0.79,0,0,0.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","MUFFIN & CORN BREAD MIX",0.79
"17296",17296,369,35080480075,11,857074,1,3.33,-1.04,0,2.29,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","PEPPERONI/SALAMI",3.33
"17340",17340,687,35080508973,11,828106,1,16.11,-5.38,0,10.73,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF",16.11
"17353",17353,279,35080531308,11,887503,1,2.09,0,0,2.09,NA,NA,NA,NA,NA,NA,NA,"MEAT","SMOKED MEATS","PORK-FULLY COOKED",2.09
"17444",17444,159,35080536001,11,834797,2,1,0,0,1,"45-54","U","Under 15K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","MEAT - SHELF STABLE","VIENNA SAUSAGE",0.5
"17468",17468,207,35080550874,11,1138189,1,1.29,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.29
"17486",17486,471,35080566029,11,836703,1,3.89,0,0,3.89,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HOT CEREAL","INSTANT OATMEAL",3.89
"17618",17618,705,35080656616,11,827683,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","TRADITIONAL",1.99
"17626",17626,587,35080662531,11,919427,1,1.79,0,0,1.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SHORTENING/OIL","SOLID SHORTENING",1.79
"17640",17640,514,35080682518,12,878996,1,4.14,0,0,4.14,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES RED",4.14
"17668",17668,529,35080711307,12,826249,1,1.7,-0.41,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"17735",17735,489,35080736013,12,828283,1,3.48,-0.49,0,2.99,"55-64","U","150-174K","Unknown","Single Female","1","None/Unknown","GROCERY","COOKIES/CONES","PREMIUM COOKIES (EX: PEPPERIDG",3.48
"18108",18108,148,35080927150,12,1085604,1,1.58,-0.29,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.58
"18209",18209,754,35080952474,12,841584,2,7.98,0,0,7.98,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COFFEE","GROUND DECAFFINATED",3.99
"18382",18382,30,35081060784,12,822178,1,3.08,-0.79,0,2.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HOT DOG BUNS",3.08
"18431",18431,87,35081086834,12,913116,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","FROZEN","FROZEN MEAT (VEGETARIAN)",3.99
"18632",18632,854,35081141422,12,876504,1,0.59,0,0,0.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SPICES & EXTRACTS","TABLE SALT POPCORN SALTICE C",0.59
"18657",18657,552,35081171305,12,826666,1,9.99,0,0,9.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN BREADED PREPARED CHICK",9.99
"18675",18675,985,35081226140,12,855325,1,2.78,-0.19,-0.4,2.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS",2.78
"18942",18942,594,35108929182,12,849315,1,0.98,-0.19,0,0.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",0.98
"18960",18960,847,35108955590,13,878996,1,2.29,0,0,2.29,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES RED",2.29
"19181",19181,578,35109058001,13,852333,2,3.76,-0.38,0,3.38,"25-34","U","50-74K","Unknown","Single Male","1","None/Unknown","GROCERY","WATER - CARBONATED/FLVRD DRINK","CARBONATED WATER - UNFLAVORED",1.88
"19356",19356,21,35109166052,13,934697,1,2.34,-0.34,0,2,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","TEA CAN WITH SWEETENER/SUGAR",2.34
"19426",19426,924,35109217344,13,844165,1,2.18,-0.59,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.18
"19550",19550,539,35109325611,13,834117,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE",3.99
"19743",19743,134,35143832290,14,838186,1,3.99,0,0,3.99,"55-64","A","25-34K","Homeowner","Single Female","2","None/Unknown","GROCERY","BAKED SWEET GOODS","SW GDS:DONUTS",3.99
"19925",19925,245,35143877759,14,849264,2,1.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DRY NOODLES/PASTA","NOODLES DRY",0.55
"19994",19994,734,35143903482,14,845163,2,7.98,0,0,7.98,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","DINNER SAUSAGE","SMOKED/COOKED - BEEF",3.99
"20036",20036,730,35143929416,15,1054432,1,12.99,0,0,12.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",12.99
"20165",20165,773,35143982148,14,844498,1,2.48,-0.49,0,1.99,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","RICE CAKES","LARGE - RICE CAKES",2.48
"20252",20252,63,35144015640,14,892144,1,1.84,0,0,1.84,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: LUNCHMEAT BULK",1.84
"20280",20280,877,35144029874,14,859427,1,3.48,-0.49,0,2.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","SALAD MIX","BLENDS",3.48
"20657",20657,782,35144125232,14,834103,1,1.29,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.29
"20749",20749,652,35144191706,14,820486,1,2.64,-0.15,0,2.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T",2.64
"20945",20945,775,35144306562,14,825653,1,4.09,0,0,4.09,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC WINE","BEVERAGE WINES",4.09
"20948",20948,375,35144310111,14,888014,2,2.38,-0.6,0,1.78,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BOXED VEGETABLES - PLAIN",1.19
"20983",20983,961,35144337188,14,827999,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"PASTRY","COOKIES","COOKIES: REGULAR",3.99
"21016",21016,834,35144341098,14,851676,2,4.06,-0.36,0,3.7,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS",2.03
"21191",21191,545,35145551195,15,819765,1,2.31,-0.53,0,1.78,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","NATURAL CHEESE EXACT WT CHUNKS",2.31
"21582",21582,698,35145655023,15,13213123,1,4.98,-0.99,0,3.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN NOVELTIES/WTR ICE","WATER ICE",4.98
"21695",21695,639,35145703042,15,985119,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU",1
"21876",21876,540,35145771559,15,844223,1,7.19,-1.2,0,5.99,"25-34","B","50-74K","Homeowner","Single Female","1","None/Unknown","PRODUCE","POPCORN","POPCORN - MICROWAVE",7.19
"21909",21909,548,35145776054,15,824073,1,2.7,-0.85,0,1.85,"35-44","B","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.7
"22020",22020,850,35145800072,15,842426,1,5.07,0,0,5.07,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: LUNCHMEAT BULK",5.07
"22060",22060,271,35145836226,15,1036699,1,7.99,-1,0,6.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","LAUNDRY DETERGENTS","POWDER LAUNDRY DETERGENT",7.99
"22340",22340,131,35145919405,15,911974,1,2.23,0,0,2.23,"45-54","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","CANNED JUICES","BLENDED JUICE&COMBINATIONS (OV",2.23
"22344",22344,51,35145930787,15,830750,4,2.08,0,0,2.08,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL",0.52
"22431",22431,965,35145945556,15,840361,1,1.37,-0.29,0,1.08,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE",1.37
"22470",22470,218,35145956366,15,965772,3,13.94,-1.97,0,11.97,"45-54","A","15-24K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK MLT-PK BTL CARB (EXCP",4.64666666666667
"22607",22607,551,35145997379,15,898958,1,2.41,-0.5,0,1.91,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","STONE FRUIT","PLUMS",2.41
"22707",22707,585,35146027227,15,844165,2,4.36,-1.18,0,3.18,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.18
"22791",22791,411,35146038171,15,854852,1,0.96,0,0,0.96,"35-44","U","Under 15K","Unknown","2 Adults No Kids","2","None/Unknown","PRODUCE","TOMATOES","TOMATOES HOTHOUSE ON THE VINE",0.96
"22826",22826,29,35146056133,15,849202,1,8.49,0,0,8.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",8.49
"22862",22862,950,35146092450,15,827999,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"PASTRY","COOKIES","COOKIES: REGULAR",3.99
"22882",22882,980,35146096124,15,845774,1,4.19,-1.6,0,2.59,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","LUNCH COMBO",4.19
"23046",23046,475,35218656629,16,826249,1,1.7,-0.41,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"23535",23535,888,35218886428,16,821174,1,1.69,0,0,1.69,"25-34","U","150-174K","Homeowner","2 Adults Kids","3","1","GROCERY","HISPANIC","MEXICAN SOFT TORTILLAS AND WRA",1.69
"23635",23635,112,35218913840,16,7139529,1,3.78,-0.39,0,3.39,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","BBQ SAUCE",3.78
