"","X.1","household_key","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS","WEEK","NEXT_EGGS","X","BASKET_ID","PRODUCT_ID","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC"
"15317",15317,574,32,100.33,76.01,-21.92,-2.4,1,28,0,5013,34748918219,868319,"35-44","A","75-99K","Homeowner","2 Adults Kids","3","1","GROCERY","WAREHOUSE SNACKS","CANISTER POTATO/TORT CHIPS"
"15345",15345,575,75,162.8,142.76,-20.04,0,0,28,0,1389,34642171404,869728,"35-44","U","50-74K","Unknown","Single Female","1","None/Unknown","GROCERY","MISC. DAIRY","MISC DAIRY REFIGERATED"
"15373",15373,576,0,0,0,0,0,0,28,0,43165,35688851480,972143,"55-64","A","35-49K","Homeowner","Single Male","2","None/Unknown","MEAT","CHICKEN","CHICKEN WINGS"
"15401",15401,577,0,0,0,0,0,0,28,0,55671,36001887004,837579,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED SWEET GOODS","SWEET GOODS - FULL SIZE"
"15429",15429,578,36,98.01,84.62,-13.39,0,0,28,1,19181,35109058001,852333,"25-34","U","50-74K","Unknown","Single Male","1","None/Unknown","GROCERY","WATER - CARBONATED/FLVRD DRINK","CARBONATED WATER - UNFLAVORED"
"15457",15457,579,0,0,0,0,0,0,28,0,16013,35000908262,993466,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR"
"15485",15485,580,0,0,0,0,0,0,28,0,13122,34851135801,1032950,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOUP","RTS SOUP: CHUNKY/HOMESTYLE ET"
"15513",15513,581,1,6.09,4.29,-0.8,-1,0,28,0,3112,34642844761,929327,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CARB FLVRD DRNKNG/MNRL WAT"
"15541",15541,582,13,47.61,43.17,-4.44,0,0,28,0,5688,34749206070,953377,"45-54","A","125-149K","Homeowner","Unknown","3","1","GROCERY","DRY BN/VEG/POTATO/RICE","DRY BEANS/PEAS/BARLEY: BAG & B"
"15569",15569,583,0,0,0,0,0,0,28,0,8111,34811801298,869577,"35-44","B","15-24K","Unknown","Single Female","1","None/Unknown","GROCERY","PASTA SAUCE","MAINSTREAM"
"15597",15597,585,0,0,0,0,0,0,28,0,22707,35146027227,844165,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"15625",15625,586,67,208.62,183.06,-25.56,0,1,28,0,8918,34812140670,837644,"19-24","A","35-49K","Renter","2 Adults Kids","3","1","GROCERY","FROZEN PIZZA","PIZZA/PREMIUM"
"15653",15653,587,0,0,0,0,0,0,28,0,17626,35080662531,919427,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SHORTENING/OIL","SOLID SHORTENING"
"15681",15681,588,63,177.14,147.9,-29.24,0,1,28,0,7010,34762197997,907014,"35-44","A","50-74K","Homeowner","2 Adults Kids","5+","3+","GROCERY","BAKING MIXES","MUFFIN & CORN BREAD MIX"
"15709",15709,589,0,0,0,0,0,0,28,1,132329,40642751062,5569230,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 12/18&15PK CAN CAR"
"15737",15737,590,3,4.65,4.47,-0.18,0,0,28,0,41828,35688406832,832285,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T"
"15765",15765,591,11,42.22,35.6,-6.62,0,0,28,1,8,34641672095,840361,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE"
"15793",15793,592,0,0,0,0,0,0,28,0,49599,35840920683,1108094,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"15821",15821,593,0,0,0,0,0,0,28,0,11390,34850441721,863688,"35-44","U","35-49K","Unknown","Single Male","1","None/Unknown","GROCERY","BIRD SEED","WILD BIRD SEED"
"15849",15849,594,0,0,0,0,0,0,28,0,18942,35108929182,849315,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS"
"15877",15877,595,6,13.01,12.41,-0.6,0,0,28,0,28713,35412801509,867668,"25-34","U","35-49K","Unknown","2 Adults Kids","3","1","GROCERY","CRACKERS/MISC BKD FD","SOUP CRACKERS (SALTINE/OYSTER)"
"15905",15905,596,0,0,0,0,0,0,28,0,1586,34642281589,834484,"45-54","A","15-24K","Homeowner","1 Adult Kids","3","1","PRODUCE","ONIONS","ONIONS OTHER"
"15933",15933,597,18,48.53,44.24,-4.29,0,0,28,0,242,34641791778,849843,"19-24","U","Under 15K","Unknown","1 Adult Kids","2","1","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR"
"15961",15961,598,18,48.63,41.3,-7.33,0,1,28,0,1126,34642112178,1022827,"35-44","B","25-34K","Unknown","Single Female","1","None/Unknown","GROCERY","FD WRAPS/BAGS/TRSH BG","ALUMINUM FOIL"
"15989",15989,599,0,0,0,0,0,0,28,0,70080,40085705291,1006269,NA,NA,NA,NA,NA,NA,NA,"PASTRY","CAKES","CAKES: CREME/PUDDING"
"16017",16017,600,27,103.4,86.03,-13.82,-3.55,0,28,0,8501,34811977440,829001,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COLD CEREAL","KIDS CEREAL"
"16045",16045,601,0,0,0,0,0,0,28,0,7384,34762303925,822225,"35-44","A","100-124K","Homeowner","2 Adults Kids","4","2","GROCERY","YOGURT","YOGURT MULTI-PACKS"
"16073",16073,602,0,0,0,0,0,0,28,0,10275,34837548722,822785,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COCOA MIXES","MALTED MLK/SYRUP/PWDRS (EGGNOG"
"16101",16101,603,0,0,0,0,0,0,28,0,132347,40642783755,6463658,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","SGL SV/VEND MACH SNACKS CHIP/P"
"16129",16129,604,0,0,0,0,0,0,28,0,13134,34851137538,897083,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","ENERGY DRINK"
"16157",16157,605,18,39.8,32.4,-7.4,0,0,28,0,13689,34856166659,33247,"25-34","A","75-99K","Homeowner","2 Adults Kids","4","2","GROCERY","BAG SNACKS","DIPS (NON-REFRIGERATED)"
"16185",16185,606,0,0,0,0,0,0,28,1,5252,34749042388,845208,"45-54","U","35-49K","Probable Renter","Unknown","1","None/Unknown","PRODUCE","ONIONS","ONIONS YELLOW (BULK&BAG)"
"16213",16213,607,0,0,0,0,0,0,28,0,97492,40340943633,835243,"45-54","U","125-149K","Unknown","Unknown","1","None/Unknown","GROCERY","EGGS","EGGS - MEDIUM"
"16241",16241,608,9,54.6,46.44,-8.16,0,0,28,1,8556,34812000955,1074271,"25-34","B","25-34K","Renter","1 Adult Kids","5+","3+","GROCERY","SOFT DRINKS","SOFT DRINK BOTTLE NON-CARB (EX"
"16269",16269,609,0,0,0,0,0,0,28,0,533,34641868232,836281,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","GROCERY","VEGETABLES - SHELF STABLE","CARROTS"
"16297",16297,610,0,0,0,0,0,0,28,0,44345,35701481396,826784,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PAPER HOUSEWARES","PAPER AND FOAM DRINKING CUPS"
"16325",16325,611,0,0,0,0,0,0,28,0,24209,35219149187,833238,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DOG FOODS","DOG TREATS (SOFT TREATS)"
"16353",16353,612,28,84.66,71.93,-12.73,0,0,28,0,11727,34850573637,847573,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","SELECT BEEF"
"16381",16381,613,28,45.32,40.07,-5.25,0,1,28,0,43289,35688915044,5569230,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 12/18&15PK CAN CAR"
"16409",16409,614,0,0,0,0,0,0,28,1,2594,34642660112,879755,"35-44","A","15-24K","Unknown","2 Adults Kids","4","2","GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"16437",16437,615,1,2.38,2.38,0,0,0,28,0,67506,40072801561,833870,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM PINTS"
"16465",16465,616,0,0,0,0,0,0,28,0,89657,40279105521,7466853,NA,NA,NA,NA,NA,NA,NA,"GROCERY","AIR CARE","AIR CARE - CONTINUOUS ACTION"
"16493",16493,617,0,0,0,0,0,0,28,0,10465,34837617627,821083,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - JUMBO"
"16521",16521,618,19,75.21,62.54,-12.67,0,0,28,0,2279,34642559508,860613,NA,NA,NA,NA,NA,NA,NA,"MEAT","SMOKED MEATS","PORK-FULLY COOKED"
"16549",16549,619,0,0,0,0,0,0,28,0,146337,40765091467,845208,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","ONIONS","ONIONS YELLOW (BULK&BAG)"
"16577",16577,620,0,0,0,0,0,0,28,0,1643,34642310812,975974,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","APPLE JUICE & CIDER (OVER 50%"
"16605",16605,621,3,9.67,9.67,0,0,0,28,0,6246,34749406303,859075,"45-54","U","35-49K","Unknown","Single Male","1","None/Unknown","GROCERY","CHEESE","SHREDDED CHEESE"
"16633",16633,622,0,0,0,0,0,0,28,0,1420,34642182643,826249,"35-44","U","15-24K","Unknown","Single Female","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"16661",16661,623,0,0,0,0,0,0,28,0,40769,35666140218,967757,"45-54","A","35-49K","Homeowner","2 Adults Kids","3","1","GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU"
"16689",16689,624,56,140.21,111.9,-27.76,-0.55,0,28,0,1285,34642148183,896369,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","GROCERY","PNT BTR/JELLY/JAMS","PEANUT BUTTER"
"16717",16717,625,12,27.3,26.14,-1.16,0,0,28,0,64874,40037842580,908273,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRUIT - SHELF STABLE","FRUIT COCKTAIL FRUIT SALAD"
"16745",16745,626,49,61.24,55.07,-6.17,0,0,28,0,15032,34873500207,852317,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","BURRITOS"
"16773",16773,627,15,79.31,76.75,-2.56,0,1,28,1,6766,34762110321,923746,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE"
"16801",16801,628,0,0,0,0,0,0,28,0,131349,40630777736,829323,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","APPLES","APPLES OTHER (BULK&BAG)"
"16829",16829,629,0,0,0,0,0,0,28,0,182183,41212065183,1064441,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING NEEDS","MARSHMALLOWS"
"16857",16857,630,51,206.39,146.71,-58.28,-1.4,1,28,0,1340,34642161262,862349,"35-44","A","35-49K","Homeowner","2 Adults Kids","3","1","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"16885",16885,631,21,72.63,64.52,-8.11,0,0,28,0,2945,34642806487,937413,"65+","A","100-124K","Homeowner","2 Adults Kids","3","1","GROCERY","OLIVES","GREEN OLIVES"
"16913",16913,632,36,147.15,112.73,-30.72,-3.7,1,28,1,2579,34642652915,858373,NA,NA,NA,NA,NA,NA,NA,"MEAT","CHICKEN","CHICKEN BREAST BONE IN"
"16941",16941,633,3,9.05,7.47,-1.58,0,0,28,0,2659,34642679094,834435,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM"
"16969",16969,635,0,0,0,0,0,0,28,0,174684,41109537959,854852,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","TOMATOES","TOMATOES HOTHOUSE ON THE VINE"
"16997",16997,636,89,249.71,215.9,-33.81,0,0,28,0,709,34641986617,828278,NA,NA,NA,NA,NA,NA,NA,"GROCERY","VEGETABLES - SHELF STABLE","BEANS GREEN: FS/WHL/CUT"
"17025",17025,637,0,0,0,0,0,0,28,0,6591,34762022023,833025,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS"
"17053",17053,638,52,135.9,124.62,-11.28,0,1,28,0,2013,34642469082,1013677,NA,NA,NA,NA,NA,NA,NA,"PASTRY","CAKES","CAKES: BIRTHDAY/CELEBRATION SH"
"17081",17081,639,0,0,0,0,0,0,28,0,21695,35145703042,985119,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU"
"17109",17109,640,0,0,0,0,0,0,28,0,224457,41613787949,840566,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN BREAD/DOUGH","FRZN GARLIC BREAD/TOAST/STICKS"
"17137",17137,641,0,0,0,0,0,0,28,0,527,34641861629,970698,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","POPCORN","POPCORN - OTHER"
"17165",17165,642,0,0,0,0,0,0,28,0,100177,40342100679,826597,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","HEAT/SERVE","ENTREES"
"17193",17193,643,7,28.66,20.8,-7.86,0,0,28,1,9092,34812266278,840601,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"17221",17221,644,30,65.86,53.91,-11.95,0,1,28,0,7509,34762350831,833715,"65+","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SOUP","RAMEN NOODLES/RAMEN CUPS"
"17249",17249,645,0,0,0,0,0,0,28,0,6867,34762162343,833025,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS"
"17277",17277,646,0,0,0,0,0,0,28,0,38608,35665337945,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"17305",17305,647,6,28.32,26,-2.32,0,0,28,0,4792,34665057138,951590,"35-44","A","50-74K","Renter","2 Adults Kids","4","2","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"17333",17333,648,0,0,0,0,0,0,28,1,25344,35293887147,853041,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BLEACH","LIQUID BLEACH"
"17361",17361,649,0,0,0,0,0,0,28,0,1694,34642365994,822407,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","PASTA: CANNED"
"17389",17389,650,0,0,0,0,0,0,28,1,3137,34644930146,1456658,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","ONIONS","GREEN ONIONS"
"17417",17417,651,0,0,0,0,0,0,28,0,44396,35701522538,820361,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEANS - CANNED GLASS & MW","VARIETY BEANS - KIDNEY PINTO"
"17445",17445,652,17,33.19,27.62,-5.57,0,0,28,0,20749,35144191706,820486,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T"
"17473",17473,653,60,147.21,133.96,-13.25,0,0,28,0,9562,34837296970,840361,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE"
"17501",17501,654,7,25.01,22.13,-2.88,0,0,28,0,2952,34642811931,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"17529",17529,655,0,0,0,0,0,0,28,0,56117,36002096322,880377,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","SHREDDED CHEESE"
"17557",17557,656,0,0,0,0,0,0,28,0,325,34641815706,825006,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","APPLES","APPLES RED DELICIOUS (BULK&BAG"
"17585",17585,657,0,0,0,0,0,0,28,0,16424,35001060527,908087,NA,NA,NA,NA,NA,NA,NA,"PASTRY","PIES","PIES: CREAM/MERINGUE"
"17613",17613,658,9,21.84,17.01,-4.83,0,0,28,0,33492,35486368193,888532,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOUP","RTS SOUP: CHUNKY/HOMESTYLE ET"
"17641",17641,659,0,0,0,0,0,0,28,0,102420,40387193011,844179,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","PRIMAL"
"17669",17669,660,57,226.74,191.2,-35.54,0,0,28,0,10683,34837677862,861445,"55-64","A","50-74K","Homeowner","Unknown","2","None/Unknown","DELI","CHICKEN/POULTRY","CHIX: VALUE ADDED (HOT)"
"17697",17697,661,19,67.52,58.1,-9.42,0,0,28,0,1716,34642397619,851188,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","GROCERY","FRZN MEAT/MEAT DINNERS","SNACKS/APPETIZERS"
"17725",17725,662,0,0,0,0,0,0,28,1,7521,34762361240,835530,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","HOT DOGS","PREMIUM - BEEF"
"17753",17753,663,23,43.16,35.17,-7.99,0,0,28,0,134,34641717815,827683,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","TRADITIONAL"
"17781",17781,664,0,0,0,0,0,0,28,0,33310,35486307474,965530,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","REFRIGERATED COFFEE CREAMERS"
"17809",17809,665,0,0,0,0,0,0,28,0,4933,34748881384,850102,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 20PK&24PK CAN CARB"
"17837",17837,666,36,91.71,82.88,-8.83,0,0,28,0,2316,34642571932,858649,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SALD DRSNG/SNDWCH SPRD","POURABLE SALAD DRESSINGS"
"17865",17865,667,0,0,0,0,0,0,28,0,7774,34762532069,820560,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS"
"17893",17893,668,5,12.22,12.22,0,0,0,28,0,12979,34851050415,839849,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"17921",17921,669,20,75.66,72.95,-2.71,0,1,28,0,2101,34642511119,833556,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS"
"17949",17949,670,58,230.59,194.94,-33.6,-2.05,1,28,0,264,34641799642,12672966,"55-64","A","35-49K","Unknown","2 Adults Kids","3","1","GROCERY","DOMESTIC WINE","POPULAR 750ML WINES"
"17977",17977,671,0,0,0,0,0,0,28,0,67,34641697305,847434,"35-44","U","35-49K","Homeowner","Single Female","1","None/Unknown","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"18005",18005,672,54,131.22,106.65,-24.57,0,0,28,1,28924,35412897015,819304,"35-44","U","25-34K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","PASTA SAUCE","MAINSTREAM"
"18033",18033,673,0,0,0,0,0,0,28,0,4285,34664890475,907014,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","MUFFIN & CORN BREAD MIX"
"18061",18061,674,4,10.71,10.71,0,0,0,28,0,1188,34642125733,819304,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PASTA SAUCE","MAINSTREAM"
"18089",18089,675,89,208.85,186.58,-22.27,0,1,28,0,3469,34664641888,941797,"35-44","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","ISOTONIC DRINKS","ISOTONIC DRINKS SINGLE SERVE"
"18117",18117,676,15,45.45,39.49,-5.96,0,0,28,1,21,34641685002,862682,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE"
"18145",18145,677,0,0,0,0,0,0,28,0,6092,34749361973,818981,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COLD CEREAL","ALL FAMILY CEREAL"
"18173",18173,678,0,0,0,0,0,0,28,0,25722,35294021196,887219,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","CITRUS","LIMES"
"18201",18201,679,3,9.97,9.37,-0.6,0,0,28,0,2064,34642495967,951593,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WAREHOUSE SNACKS","SNACK MIX"
"18229",18229,680,106,223.29,189.35,-33.94,0,1,28,0,887,34642066776,873627,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"18257",18257,681,0,0,0,0,0,0,28,0,7787,34762533079,822367,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","MISC MEAT SAUCES"
"18285",18285,682,0,0,0,0,0,0,28,0,531,34641866350,1043590,"65+","A","125-149K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SHORTENING/OIL","VEGETABLE/SALAD OIL"
"18313",18313,683,0,0,0,0,0,0,28,0,135377,40669661780,63027,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DRY BN/VEG/POTATO/RICE","RICE SIDE DISH MIXES DRY"
"18341",18341,684,0,0,0,0,0,0,28,0,4431,34664925295,7409944,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN BREAKFAST FOODS","FRZN BREAKFAST ENTREES/SANDWIC"
"18369",18369,685,51,194.15,160.49,-33.16,-0.5,1,28,0,1527,34642218629,843259,"35-44","A","Under 15K","Unknown","Single Female","2","None/Unknown","GROCERY","MEAT - SHELF STABLE","BEEF STEW"
"18397",18397,686,0,0,0,0,0,0,28,0,137720,40680751921,846760,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","SHREDDED CHEESE"
"18425",18425,687,0,0,0,0,0,0,28,0,17340,35080508973,828106,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"18453",18453,688,0,0,0,0,0,0,28,0,31939,35464285963,826249,"35-44","A","125-149K","Homeowner","2 Adults Kids","3","1","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"18481",18481,690,0,0,0,0,0,0,28,0,11950,34850672397,962206,"65+","B","15-24K","Homeowner","Single Female","1","None/Unknown","GROCERY","DRY NOODLES/PASTA","SPAGHETTI DRY"
"18509",18509,691,1,5.69,5.69,0,0,0,28,0,3119,34643162538,1171508,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","MEAT - MISC","PEPPERONI/SALAMI"
"18537",18537,692,7,25.81,24.04,-1.77,0,1,28,1,822,34642022365,873887,"65+","U","35-49K","Homeowner","Single Female","1","None/Unknown","GROCERY","MARGARINES","MARGARINE: TUBS AND BOWLS"
"18565",18565,693,0,0,0,0,0,0,28,0,777,34642008786,862349,"45-54","U","15-24K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"18593",18593,694,3,8.22,7.73,-0.49,0,0,28,0,150780,40800692226,951590,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"18621",18621,695,2,2.18,2.18,0,0,0,28,0,12767,34850947351,820361,"35-44","B","35-49K","Unknown","1 Adult Kids","3","2","GROCERY","BEANS - CANNED GLASS & MW","VARIETY BEANS - KIDNEY PINTO"
"18649",18649,696,110,410.87,376.97,-33.9,0,1,28,0,199,34641735235,823176,"35-44","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","WAREHOUSE SNACKS","MISC SNACKS"
"18677",18677,697,19,58.51,54.58,-3.93,0,0,28,0,6049,34749312152,824005,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","MUSHROOMS","MUSHROOMS WHITE SLICED PKG"
"18705",18705,698,0,0,0,0,0,0,28,0,21582,35145655023,13213123,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN NOVELTIES/WTR ICE","WATER ICE"
"18733",18733,699,132,229.56,208.7,-20.36,-0.5,1,28,0,4837,34665605284,1322630,"45-54","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SOUP","CONDENSED SOUP"
"18761",18761,700,21,79.29,72.46,-6.83,0,1,28,0,163074,40911627482,938138,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","SELECT BEEF"
"18789",18789,701,1,2.99,2.99,0,0,0,28,0,3655,34664725778,829852,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","SHREDDED CHEESE"
"18817",18817,702,27,52.28,45.33,-6.95,0,1,28,1,1368,34642163195,822101,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COOKIES/CONES","VANILLA WAFER/KIDS COOKIES"
"18845",18845,703,0,0,0,0,0,0,28,0,5990,34749287994,823704,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES","ROLLS - PORK"
"18873",18873,704,0,0,0,0,0,0,28,0,31287,35464061201,893501,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"18901",18901,705,0,0,0,0,0,0,28,0,17618,35080656616,827683,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","TRADITIONAL"
"18929",18929,706,25,53.3,47.75,-5.55,0,0,28,0,9171,34812313026,831559,"45-54","B","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CAT LITTER","LITTER ACCESSORIES"
"18957",18957,707,58,207.07,184.51,-22.56,0,1,28,1,1863,34642437017,850713,"25-34","A","100-124K","Homeowner","2 Adults Kids","5+","3+","GROCERY","CONDIMENTS/SAUCES","SEAFOOD-MISC-SAUCES/MARIN-WET"
"18985",18985,708,0,0,0,0,0,0,28,0,12091,34850713038,837751,"35-44","A","100-124K","Homeowner","2 Adults Kids","4","2","GROCERY","COLD CEREAL","KIDS CEREAL"
"19013",19013,709,17,16.95,16.45,-0.5,0,0,28,0,10310,34837567269,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"19041",19041,710,23,53.5,48,-5.5,0,1,28,0,2170,34642536523,873963,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CAT LITTER","SCOOP LITTER"
"19069",19069,711,0,0,0,0,0,0,28,0,4647,34664992965,1068719,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SUGARS/SWEETNERS","SUGAR"
"19097",19097,712,20,66.04,59.3,-6.74,0,0,28,1,657,34641930843,842140,"65+","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CHEESE","SHREDDED CHEESE"
"19125",19125,713,0,0,0,0,0,0,28,1,108581,40436396852,962229,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"19153",19153,714,39,95.74,75.94,-19.8,0,1,28,0,4418,34664917801,936723,"55-64","U","15-24K","Unknown","2 Adults Kids","3","1","GROCERY","DRY NOODLES/PASTA","NOODLES DRY"
