"","household_key","DAY","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS"
"541",932,3,2,3.3,3.3,0,0,0
"542",942,3,8,32.92,28.8,-4.12,0,0
"543",947,3,3,13.42,8.34,-5.08,0,0
"544",957,3,35,79.19,73.53,-5.66,0,1
"545",968,3,59,168.48,141.04,-27.44,0,1
"546",1000,3,18,34.92,30.8,-4.12,0,0
"547",12,4,22,82.8,76.04,-6.76,0,1
"548",13,4,3,5.7,4.17,-1.53,0,0
"549",18,4,8,31.42,25.02,-6.4,0,0
"550",19,4,3,5.5,4.51,-0.99,0,0
"551",32,4,4,7.14,6.76,-0.38,0,0
"552",36,4,7,18.68,18.13,-0.55,0,0
"553",46,4,14,30.2,26.67,-3.53,0,0
"554",68,4,8,20.8,17.58,-3.22,0,1
"555",73,4,2,3.4,3.28,-0.12,0,0
"556",75,4,5,11.82,11.82,0,0,0
"557",79,4,54,230.31,184.56,-45.75,0,0
"558",115,4,28,81.83,71.59,-10.24,0,1
"559",117,4,15,31.16,26.39,-4.77,0,1
"560",121,4,10,16.2,14.1,-2.1,0,0
"561",143,4,2,5.57,4.48,-1.09,0,0
"562",149,4,5,10.13,9.87,-0.26,0,0
"563",156,4,3,10.9,7.57,-3.33,0,0
"564",161,4,18,33.72,28.09,-5.63,0,0
"565",172,4,1,3.09,3.09,0,0,0
"566",177,4,1,3.59,3.59,0,0,0
"567",184,4,10,37.29,30.96,-6.33,0,0
"568",189,4,4,21.3,17.29,-4.01,0,0
"569",196,4,9,33.02,27.03,-5.99,0,0
"570",200,4,1,1.59,1.29,-0.3,0,0
"571",235,4,6,56.14,56.14,0,0,0
"572",236,4,20,39.01,29.78,-9.23,0,0
"573",239,4,42,63.54,51.49,-12.05,0,0
"574",263,4,7,18.99,18.5,-0.49,0,0
"575",282,4,7,38.89,32.43,-6.46,0,0
"576",287,4,3,7.65,7.16,-0.49,0,0
"577",290,4,83,183.33,157.51,-25.82,0,1
"578",300,4,2,3.38,3.38,0,0,0
"579",302,4,7,18.3,17.61,-0.69,0,0
"580",328,4,31,115.51,107.52,-7.99,0,1
"581",329,4,19,42.84,39.82,-3.02,0,0
"582",331,4,16,34.37,33.87,-0.5,0,1
"583",332,4,12,21.73,21.43,-0.3,0,0
"584",346,4,14,42.68,33.64,-9.04,0,0
"585",351,4,36,133.68,100.49,-33.19,0,1
"586",358,4,16,42.28,37.67,-4.61,0,0
"587",370,4,13,30.81,28.11,-2.7,0,0
"588",371,4,60,150.38,128.14,-22.24,0,1
"589",374,4,9,45.18,40.71,-4.47,0,0
"590",376,4,5,12.76,11.06,-1.7,0,0
"591",378,4,3,3.82,3.67,-0.15,0,0
"592",389,4,53,213.48,179.63,-33.85,0,2
"593",400,4,12,44.04,40.96,-3.08,0,0
"594",410,4,4,20.66,13.76,-6.9,0,0
"595",426,4,11,26.61,25.86,-0.75,0,0
"596",432,4,6,6,5.78,-0.22,0,0
"597",457,4,3,3,3,0,0,0
"598",459,4,4,12.16,8.96,-3.2,0,0
"599",463,4,3,7.24,7.24,0,0,0
"600",468,4,7,15.53,13.46,-2.07,0,0
"601",485,4,32,138.56,101.69,-36.87,0,0
"602",493,4,4,10.16,9.86,-0.3,0,0
"603",501,4,10,20.37,19.28,-1.09,0,0
"604",510,4,11,39.08,37.01,-2.07,0,0
"605",511,4,16,45.95,38.27,-7.68,0,0
"606",518,4,5,22.43,20.31,-2.12,0,0
"607",523,4,4,6.27,6.27,0,0,0
"608",527,4,8,29.09,27.1,-1.99,0,0
"609",538,4,29,80.3,68.69,-11.61,0,0
"610",558,4,7,15.24,13.79,-1.45,0,0
"611",567,4,2,11.38,10.68,-0.7,0,0
"612",575,4,18,63.1,54.18,-8.92,0,0
"613",581,4,174,390.74,326.58,-64.16,0,1
"614",588,4,6,11.16,9.43,-1.73,0,0
"615",596,4,2,9.18,9.18,0,0,0
"616",601,4,42,78.51,70.15,-8.36,0,0
"617",609,4,4,9.98,9.48,-0.5,0,0
"618",630,4,13,47.84,38.24,-9.6,0,0
"619",631,4,5,13.26,13.26,0,0,0
"620",636,4,75,170.41,145.06,-25.35,0,0
"621",637,4,14,28.1,22.79,-5.31,0,0
"622",638,4,13,37.32,32.26,-5.06,0,0
"623",641,4,10,25.64,24.35,-1.29,0,0
"624",644,4,11,21.6,19.71,-1.89,0,0
"625",645,4,9,17.3,15.96,-1.34,0,0
"626",662,4,35,108.26,95.77,-12.49,0,0
"627",667,4,20,49.68,36.07,-13.61,0,0
"628",670,4,2,19.07,15.08,-3.99,0,0
"629",671,4,7,12.97,11.35,-1.62,0,0
"630",674,4,5,22.4,17.99,-4.41,0,0
"631",681,4,22,73.85,67.42,-6.43,0,0
"632",685,4,3,4.3,3.9,-0.4,0,0
"633",707,4,32,96.11,85.76,-10.35,0,1
"634",712,4,9,25.15,22.19,-2.96,0,0
"635",714,4,1,2.32,2.32,0,0,0
"636",725,4,52,124.17,96.33,-27.84,0,1
"637",728,4,7,9.62,9.02,-0.6,0,0
"638",731,4,1,8.29,6.49,-1.8,0,0
"639",749,4,4,24.54,19.49,-5.05,0,0
"640",755,4,2,7.98,7.98,0,0,0
"641",761,4,48,151.8,127.87,-22.93,-1,0
"642",762,4,7,10.49,9.86,-0.63,0,0
"643",764,4,4,6.32,3.96,-2.36,0,0
"644",768,4,5,10.46,10.06,-0.4,0,0
"645",771,4,8,14.92,13.06,-1.86,0,0
"646",776,4,5,9.28,8.29,-0.99,0,0
"647",779,4,25,93.09,79.75,-13.34,0,1
"648",788,4,20,75.75,50.27,-25.48,0,0
"649",790,4,34,90.87,81.45,-9.42,0,0
"650",798,4,1,2.09,1.89,-0.2,0,0
"651",800,4,1,3.98,2.99,-0.99,0,0
"652",804,4,13,38.31,27.41,-10.9,0,0
"653",805,4,3,6.9,4.77,-2.13,0,0
"654",806,4,4,12.71,11.72,-0.99,0,0
"655",817,4,4,10.58,8.98,-1.6,0,0
"656",853,4,3,17.87,17.87,0,0,0
"657",883,4,14,35.82,33.33,-2.49,0,0
"658",900,4,14,40.77,34.94,-5.83,0,0
"659",906,4,25,27.63,21.75,-5.88,0,0
"660",908,4,25,50.38,43.84,-5.54,-1,0
"661",909,4,11,32.25,24.1,-5.15,-3,0
"662",920,4,1,1.49,1.49,0,0,0
"663",923,4,44,112.26,104.74,-7.52,0,0
"664",927,4,2,4.09,4.09,0,0,0
"665",928,4,1,2.2,1.85,-0.35,0,0
"666",929,4,18,22.43,18.5,-3.93,0,1
"667",934,4,30,80.96,61.92,-19.04,0,0
"668",945,4,1,3.49,3.49,0,0,0
"669",956,4,5,21.05,19.95,-1.1,0,0
"670",957,4,10,25.79,22.11,-3.68,0,0
"671",958,4,28,70.45,52.99,-17.46,0,0
"672",975,4,16,34.89,30.71,-4.18,0,0
"673",976,4,29,84.7,78.23,-6.47,0,0
"674",986,4,4,16.4,13.2,-3.2,0,0
"675",991,4,5,3.5,3.5,0,0,0
"676",999,4,6,17.33,14.64,-2.69,0,0
"677",8,5,77,154.5,127.13,-27.37,0,1
"678",13,5,10,31.61,27.01,-4.6,0,1
"679",15,5,5,20.63,17.95,-2.68,0,0
"680",20,5,4,10.96,10.12,-0.84,0,0
"681",25,5,1,0.9,0.9,0,0,0
"682",26,5,10,14.52,13.14,-1.38,0,0
"683",27,5,6,10.66,10.66,0,0,0
"684",40,5,22,45.22,41.84,-3.38,0,1
"685",56,5,2,8.37,8.37,0,0,0
"686",64,5,14,35.91,31.15,-4.76,0,0
"687",68,5,5,7.84,7.31,-0.53,0,0
"688",78,5,24,67.7,58,-9.7,0,0
"689",82,5,3,15.42,13.4,-2.02,0,0
"690",83,5,5,8.18,8.18,0,0,0
"691",105,5,9,22.45,19.7,-2.75,0,1
"692",119,5,7,24.11,23.61,-0.5,0,0
"693",121,5,2,4.08,2.98,-1.1,0,0
"694",127,5,9,78.35,52.77,-25.58,0,0
"695",143,5,2,7.48,5.55,-1.93,0,0
"696",149,5,47,125.11,118.68,-6.43,0,1
"697",161,5,18,51.48,38.2,-13.28,0,0
"698",170,5,37,136.32,104.44,-31.88,0,0
"699",180,5,1,2.3,1.59,-0.71,0,0
"700",192,5,8,23.75,22.76,-0.99,0,0
"701",200,5,2,3.18,2.58,-0.6,0,0
"702",215,5,4,3.88,3.58,-0.3,0,0
"703",221,5,15,37.54,33.24,-3.55,-0.75,1
"704",239,5,17,29.39,25.36,-4.03,0,0
"705",251,5,7,21.58,21.58,0,0,0
"706",257,5,11,37.16,26.47,-10.04,-0.65,0
"707",258,5,9,29.08,22,-7.08,0,0
"708",263,5,2,7.78,7.78,0,0,0
"709",276,5,2,60.49,41.29,-19.2,0,0
"710",307,5,2,5.46,4.85,-0.61,0,0
"711",308,5,7,17.4,15.91,-1.49,0,0
"712",324,5,49,167.59,154.84,-12.75,0,0
"713",328,5,15,82.94,68.72,-14.22,0,0
"714",330,5,5,7.52,6.95,-0.57,0,0
"715",332,5,59,114.02,100.87,-13.15,0,0
"716",351,5,37,112.3,89.83,-21.97,-0.5,0
"717",358,5,9,23.03,21.18,-1.85,0,0
"718",367,5,38,150.1,117.53,-30.17,-2.4,0
"719",370,5,8,19.23,18.54,-0.69,0,0
"720",383,5,2,7.28,7.28,0,0,0
"721",395,5,11,29.88,23.17,-6.71,0,0
"722",396,5,12,33.74,30.98,-1.76,-1,0
"723",413,5,1,1.99,1.99,0,0,0
"724",430,5,1,2.69,2.69,0,0,0
"725",432,5,3,7.43,5.6,-1.83,0,0
"726",435,5,41,49.19,41.19,-8,0,0
"727",437,5,1,2.39,2.39,0,0,0
"728",442,5,106,264.92,210.63,-45.75,-8.54,1
"729",460,5,3,4.01,4.01,0,0,0
"730",463,5,2,10.36,7.18,-3.18,0,0
"731",479,5,25,24.43,21.97,-2.46,0,0
"732",508,5,6,22.05,15.84,-6.21,0,0
"733",513,5,28,113.57,82.7,-30.87,0,0
"734",517,5,11,38.76,34.22,-4.54,0,0
"735",523,5,10,26.06,23.36,-2.7,0,0
"736",553,5,5,10.3,9.35,-0.95,0,0
"737",567,5,4,5.63,4.92,-0.71,0,0
"738",568,5,38,101.43,85.42,-16.01,0,0
"739",575,5,12,21.41,18.28,-3.13,0,0
"740",583,5,18,46.86,35.69,-11.17,0,0
"741",586,5,5,13.26,12.77,-0.49,0,0
"742",591,5,8,23.72,19.48,-4.24,0,0
"743",598,5,29,90.41,79.46,-10.95,0,1
"744",608,5,1,1.9,1.39,-0.51,0,0
"745",622,5,5,13.39,10.55,-2.84,0,0
"746",631,5,7,21.78,18.15,-3.63,0,0
"747",636,5,11,25.25,21.39,-3.86,0,0
"748",643,5,8,26.57,18.32,-8.25,0,0
"749",645,5,6,38.07,30.18,-7.89,0,0
"750",650,5,2,6.68,5.68,-1,0,0
"751",674,5,12,28.47,25.54,-2.93,0,0
"752",676,5,10,25.46,21.84,-3.62,0,0
"753",682,5,5,16.44,11.23,-5.21,0,0
"754",699,5,27,110.29,101.92,-8.37,0,1
"755",702,5,4,12,9.81,-2.19,0,0
"756",706,5,45,130.17,103.86,-26.31,0,0
"757",718,5,88,215.53,167.8,-44.48,-3.25,0
"758",736,5,25,51.01,47.96,-3.05,0,0
"759",755,5,10,10.22,8.7,-1.52,0,0
"760",759,5,5,21.37,20.97,-0.4,0,0
"761",766,5,47,119.24,104.72,-14.52,0,0
"762",788,5,23,93.84,73.54,-20.3,0,0
"763",800,5,6,17.17,16.05,-1.12,0,0
"764",817,5,2,3.16,3.16,0,0,0
"765",841,5,1,1.99,1.99,0,0,0
"766",852,5,5,21.18,19.32,-1.86,0,0
"767",856,5,16,40.08,35.8,-4.28,0,0
"768",882,5,3,13.45,10.07,-3.38,0,0
"769",900,5,3,2.59,2.29,-0.3,0,0
"770",916,5,5,20.2,15.1,-5.1,0,0
"771",936,5,3,14.44,11.24,-3.2,0,0
"772",939,5,67,128.83,102.42,-26.41,0,0
"773",942,5,24,88.36,63.8,-24.56,0,0
"774",952,5,11,20.56,18.67,-1.89,0,0
"775",955,5,80,169.84,150.4,-19.44,0,0
"776",956,5,22,20.11,18.31,-1.8,0,0
"777",957,5,5,10.27,8.68,-1.59,0,0
"778",983,5,13,31.59,28.61,-2.98,0,0
"779",1,6,17,46.64,43.27,-3.37,0,0
"780",6,6,5,13.49,13.19,-0.3,0,1
"781",15,6,3,8.56,7.53,-1.03,0,0
"782",17,6,21,74.58,54.17,-20.41,0,0
"783",27,6,6,15.98,13.96,-2.02,0,0
"784",36,6,1,3.29,2.99,-0.3,0,0
"785",42,6,13,24.05,21.41,-2.64,0,1
"786",47,6,3,6.75,6.65,-0.1,0,0
"787",52,6,4,6.08,5.96,-0.12,0,0
"788",58,6,14,38.56,32.5,-6.06,0,0
"789",67,6,9,30.01,23.43,-6.58,0,0
"790",68,6,6,24.28,17.78,-6.5,0,0
"791",75,6,4,7.55,7.27,-0.28,0,0
"792",80,6,59,209.81,161.91,-47.9,0,0
"793",119,6,2,7.87,7.38,-0.49,0,0
"794",121,6,7,40.74,34.57,-6.17,0,0
"795",125,6,2,4.18,4.18,0,0,0
"796",126,6,2,5.86,4.18,-1.68,0,0
"797",127,6,39,96.91,72.87,-22.19,-1.85,0
"798",135,6,3,7.27,7.27,0,0,0
"799",141,6,5,12.36,11.67,-0.69,0,0
"800",143,6,15,23.93,20.8,-3.13,0,1
"801",161,6,15,41.08,35.01,-6.07,0,0
"802",162,6,6,22.72,21.7,-1.02,0,0
"803",164,6,9,31.37,23.75,-7.62,0,0
"804",177,6,9,12.46,12,-0.46,0,0
"805",185,6,8,28.21,22.43,-5.78,0,0
"806",198,6,44,109.79,95.98,-13.81,0,0
"807",200,6,10,17.44,16.24,-1.2,0,0
"808",205,6,45,123.19,101.26,-21.93,0,0
"809",209,6,3,11.95,11.17,-0.78,0,0
"810",211,6,5,12.47,9.56,-2.91,0,0
"811",212,6,8,22.87,19.78,-3.09,0,0
"812",215,6,2,6.27,5.58,-0.69,0,0
"813",216,6,13,44.21,37.82,-6.39,0,0
"814",219,6,3,8.91,8.25,-0.66,0,0
"815",248,6,73,212.4,169.27,-43.13,0,0
"816",263,6,6,12.32,12.32,0,0,0
"817",283,6,2,5.27,4.38,-0.89,0,0
"818",285,6,39,113.23,84.48,-28.75,0,1
"819",290,6,1,1,1,0,0,0
"820",304,6,27,116.61,87.67,-28.94,0,0
"821",305,6,11,38.97,33.72,-5.25,0,0
"822",306,6,12,39.95,27.36,-12.59,0,0
"823",307,6,3,4.77,4.77,0,0,0
"824",311,6,33,79.5,70.11,-9.39,0,0
"825",320,6,12,43.13,42.8,-0.33,0,0
"826",354,6,7,20.13,18.05,-2.08,0,0
"827",358,6,14,57.57,48.62,-8.95,0,1
"828",361,6,11,57.79,39.3,-18.49,0,0
"829",362,6,15,27.92,25.07,-2.85,0,1
"830",365,6,26,102.39,94.58,-7.81,0,0
"831",376,6,9,20.81,16.86,-3.95,0,0
"832",377,6,7,3.86,3.86,0,0,0
"833",410,6,4,6.15,4.89,-1.26,0,0
"834",418,6,17,54,50.32,-3.68,0,1
"835",432,6,4,9.52,7.64,-1.88,0,0
"836",443,6,5,29.15,20.95,-8.2,0,0
"837",459,6,3,7.26,6.27,-0.99,0,0
"838",462,6,5,8.47,7.33,-1.14,0,0
"839",463,6,3,9.8,8.22,-1.58,0,0
"840",469,6,43,160.7,133.29,-26.56,-0.85,0
"841",485,6,30,108.99,82.13,-25.86,-1,0
"842",511,6,12,26.68,22.32,-4.36,0,0
"843",516,6,3,17.36,16.67,-0.69,0,0
"844",524,6,7,63.76,44.32,-19.44,0,0
"845",534,6,4,4.16,3.82,-0.34,0,0
"846",536,6,3,10.33,10.03,-0.3,0,0
"847",568,6,11,14.44,13.39,-1.05,0,0
"848",572,6,16,28.79,26.14,-2.65,0,0
"849",581,6,6,16.1,13.54,-2.56,0,1
"850",588,6,22,54.38,46.75,-7.63,0,0
"851",600,6,20,62.73,49.42,-9.31,-4,0
"852",602,6,4,30.26,30.26,0,0,0
"853",608,6,24,63.24,53.86,-9.38,0,1
"854",617,6,50,141.06,121.68,-19.38,0,1
"855",621,6,8,33.03,28.83,-4.2,0,0
"856",631,6,1,8.99,8.99,0,0,0
"857",632,6,5,14.97,14.97,0,0,0
"858",637,6,4,13.06,10.76,-2.3,0,0
"859",653,6,43,97.65,79.65,-18,0,1
"860",654,6,1,2.38,1.69,-0.69,0,0
"861",660,6,7,20.28,18.6,-1.68,0,0
"862",661,6,1,4.26,3.93,-0.33,0,0
"863",667,6,7,10.14,9.16,-0.98,0,0
"864",669,6,17,40.52,38.32,-2.2,0,0
"865",670,6,53,156.33,139.31,-17.02,0,0
"866",675,6,2,3.79,3.59,-0.2,0,0
"867",676,6,8,13.84,11.6,-2.24,0,0
"868",685,6,26,69.05,60.46,-8.59,0,0
"869",693,6,3,15.2,11.27,-3.93,0,0
"870",707,6,3,19.26,18.87,-0.39,0,0
"871",709,6,26,66.25,52.78,-13.47,0,0
"872",714,6,8,6.62,6.59,-0.03,0,0
"873",715,6,10,18.63,15.64,-2.99,0,0
"874",727,6,22,34.68,33.1,-1.58,0,0
"875",741,6,32,122.87,118.73,-4.14,0,0
"876",742,6,39,84.8,72.9,-11.9,0,0
"877",748,6,102,396.6,306.88,-89.72,0,1
"878",749,6,2,3.27,2.78,-0.49,0,0
"879",761,6,2,1.98,1.98,0,0,0
"880",762,6,2,2.77,2.08,-0.69,0,0
"881",766,6,5,11.07,9.6,-1.47,0,1
"882",769,6,2,21.98,18.48,-3.5,0,0
"883",771,6,3,9.56,8.57,-0.99,0,0
"884",778,6,8,12,10.81,-1.19,0,0
"885",796,6,10,32,23.02,-8.98,0,0
"886",800,6,12,27.76,24.2,-3.56,0,0
"887",804,6,47,105.09,80.89,-24.2,0,0
"888",807,6,35,57.56,46.8,-10.76,0,0
"889",813,6,31,101.65,89.89,-11.76,0,0
"890",842,6,20,74.42,50,-24.42,0,0
"891",864,6,11,64.3,49.5,-14.8,0,0
"892",881,6,49,118.29,97.02,-21.27,0,0
"893",883,6,33,125.76,108.29,-17.47,0,0
"894",893,6,66,190.58,177.02,-13.56,0,0
"895",895,6,7,45.66,39.18,-6.48,0,0
"896",898,6,24,73.26,55.7,-17.56,0,0
"897",900,6,3,4,4,0,0,0
"898",906,6,26,81.34,55.44,-25.9,0,0
"899",907,6,5,10.36,8.98,-1.38,0,0
"900",909,6,2,4.96,4.66,-0.3,0,0
"901",915,6,4,7.25,6.56,-0.69,0,0
"902",923,6,9,21.86,17.22,-4.64,0,0
"903",926,6,16,26.76,23.28,-3.48,0,0
"904",928,6,2,5.98,5.98,0,0,0
"905",942,6,5,3.32,3.32,0,0,0
"906",947,6,5,9.24,7,-2.24,0,0
"907",955,6,5,21.83,16.65,-5.18,0,0
"908",956,6,3,1.72,1.72,0,0,0
"909",957,6,1,4.19,3.59,-0.6,0,0
"910",971,6,7,15.98,14.99,-0.99,0,0
"911",973,6,30,123.84,111.82,-12.02,0,0
"912",974,6,12,23.35,20.94,-2.41,0,0
"913",979,6,89,457.5,362.79,-91.96,-2.75,0
"914",982,6,75,231.89,197.5,-29.34,-5.05,0
"915",6,7,4,4.65,3.85,-0.8,0,0
"916",19,7,38,132.56,101.29,-31.27,0,1
"917",27,7,5,9.61,9.61,0,0,0
"918",31,7,10,42.22,31.36,-10.86,0,0
"919",40,7,21,48.6,42.27,-6.33,0,1
"920",56,7,2,10.76,7.38,-3.38,0,0
"921",71,7,6,16.53,15.76,-0.77,0,0
"922",73,7,1,1.29,1.29,0,0,0
"923",88,7,31,79.22,65.72,-13,-0.5,1
"924",99,7,9,20.55,19.47,-1.08,0,1
"925",105,7,2,5.48,5.48,0,0,0
"926",116,7,6,18.24,16.34,-1.9,0,0
"927",118,7,27,78.12,69.83,-8.29,0,0
"928",142,7,3,8.37,8.37,0,0,0
"929",156,7,2,2.2,2,-0.2,0,0
"930",161,7,13,36.12,31.46,-4.66,0,0
"931",180,7,60,171.59,130.25,-41.34,0,0
"932",194,7,13,52.48,49.98,-2.5,0,0
"933",198,7,19,51.69,46.82,-4.87,0,0
"934",200,7,1,1.59,1.29,-0.3,0,0
"935",209,7,12,30.8,26.08,-4.72,0,0
"936",210,7,22,75.3,60.57,-14.73,0,0
"937",214,7,11,23.42,19.62,-3.8,0,1
"938",215,7,5,4.82,4.32,-0.5,0,0
"939",219,7,14,35.38,33.69,-1.69,0,1
"940",229,7,16,39.94,33.27,-6.67,0,0
"941",243,7,37,132.1,123.15,-8.95,0,0
"942",253,7,18,41.01,30.44,-10.57,0,0
"943",254,7,22,44.55,38.2,-6.35,0,0
"944",256,7,36,107.2,98.82,-7.88,-0.5,1
"945",258,7,1,2.08,1.79,-0.29,0,0
"946",263,7,2,4.88,4.68,-0.2,0,0
"947",278,7,5,37.64,25.49,-12.15,0,0
"948",290,7,13,47.87,39.24,-8.63,0,0
"949",302,7,20,71.64,60.66,-10.98,0,0
"950",329,7,6,13.63,12.59,-1.04,0,0
"951",334,7,13,14.58,13.19,-1.39,0,0
"952",345,7,1,3.99,3.99,0,0,0
"953",349,7,9,30.55,28.62,-1.93,0,0
"954",358,7,6,19.62,18.24,-1.38,0,0
"955",374,7,2,14.34,14.04,-0.3,0,0
"956",376,7,20,23.33,21.6,-1.73,0,1
"957",387,7,2,4.38,4.38,0,0,0
"958",389,7,13,43.05,40.83,-2.22,0,1
"959",400,7,7,29.18,26.26,-2.92,0,0
"960",404,7,1,7.99,7.99,0,0,0
"961",428,7,47,71.76,56.74,-15.02,0,0
"962",432,7,16,74.67,60.73,-13.94,0,0
"963",441,7,20,57.17,50.79,-6.38,0,0
"964",451,7,4,12.56,10.56,-2,0,0
"965",455,7,9,28.47,26.05,-2.42,0,0
"966",456,7,6,46.64,44.84,-1.8,0,0
"967",458,7,6,13.7,11.14,-2.06,-0.5,0
"968",462,7,6,18.88,17.79,-1.09,0,0
"969",463,7,4,15.84,11.92,-3.92,0,0
"970",465,7,2,1.58,1.58,0,0,0
"971",468,7,13,27.08,21.19,-5.89,0,0
"972",472,7,52,235.66,207.82,-27.84,0,0
"973",473,7,51,106.85,92.8,-14.05,0,0
"974",480,7,13,58.5,48.11,-10.39,0,0
"975",484,7,17,50.13,41.31,-8.82,0,0
"976",490,7,4,15.54,14.16,-1.38,0,0
"977",492,7,15,53.88,48.1,-4.28,-1.5,0
"978",503,7,4,20.03,18.24,-1.79,0,0
"979",523,7,6,12.52,10.17,-2.35,0,0
"980",553,7,29,116.91,87.51,-29.4,0,0
"981",558,7,4,12.03,9.16,-2.87,0,0
"982",561,7,1,3.18,3.18,0,0,0
"983",562,7,9,46.51,44.51,-2,0,0
"984",567,7,3,2.97,2.97,0,0,0
"985",572,7,6,22.56,20.14,-2.42,0,0
"986",582,7,22,121.56,120.34,-1.22,0,0
"987",586,7,13,27.54,22.61,-4.93,0,0
"988",593,7,3,12.05,9.77,-2.28,0,0
"989",606,7,37,97.56,89.27,-8.29,0,0
"990",609,7,27,75.71,59.24,-16.47,0,0
"991",612,7,28,90.79,80.25,-10.54,0,0
"992",618,7,6,13.06,10.06,-3,0,0
"993",630,7,30,63.4,51.92,-10.48,-1,0
"994",631,7,19,70.76,56.46,-14.3,0,0
"995",641,7,3,6.88,6.88,0,0,0
"996",650,7,26,67.21,60.42,-6.29,-0.5,0
"997",690,7,2,5.16,3.58,-1.58,0,0
"998",693,7,4,14.54,12.06,-2.48,0,0
"999",699,7,83,322.86,277.72,-45.14,0,1
"1000",707,7,4,41.62,38.64,-2.98,0,0
"1001",708,7,15,41.12,33.13,-7.99,0,0
"1002",710,7,6,39.3,26.81,-12.49,0,0
"1003",725,7,45,88.38,66.85,-21.53,0,0
"1004",732,7,38,84.28,72.36,-11.92,0,0
"1005",743,7,39,61.77,43.42,-18.35,0,0
"1006",752,7,6,9.04,8.74,-0.3,0,0
"1007",762,7,2,3.28,3.08,-0.2,0,0
"1008",771,7,10,27.08,22.22,-4.86,0,0
"1009",788,7,38,148.23,113.95,-34.28,0,0
"1010",797,7,8,33.95,33.95,0,0,0
"1011",805,7,42,148.87,110.45,-35.92,-2.5,1
"1012",829,7,3,6.99,5.69,-1.3,0,0
"1013",846,7,12,42.74,40.47,-2.27,0,0
"1014",853,7,5,35.13,30.17,-4.96,0,0
"1015",869,7,5,25.76,19.98,-5.78,0,0
"1016",871,7,9,26.55,23.83,-2.72,0,1
"1017",875,7,14,14.52,11.22,-3.3,0,0
"1018",883,7,19,61.61,57.36,-4.25,0,0
"1019",891,7,17,71.34,62.74,-8.6,0,1
"1020",896,7,16,48.66,38.23,-10.43,0,0
"1021",898,7,1,3.98,2.99,-0.99,0,0
"1022",900,7,10,36.18,35.88,-0.3,0,0
"1023",908,7,24,86.1,79.11,-6.99,0,0
"1024",920,7,64,167.86,135.08,-30.78,-2,1
"1025",923,7,27,72.43,66.38,-6.05,0,0
"1026",936,7,9,29.22,24.15,-5.07,0,0
"1027",942,7,2,9.58,9.58,0,0,0
"1028",946,7,1,5.07,5.07,0,0,0
"1029",963,7,12,41.87,38,-3.87,0,0
"1030",975,7,1,5.38,4.69,-0.69,0,0
"1031",979,7,16,28.85,26.37,-2.48,0,0
"1032",981,7,18,69.26,61.05,-8.21,0,1
"1033",982,7,4,9.95,9.36,-0.59,0,1
"1034",987,7,10,51.42,48.93,-2.49,0,0
"1035",989,7,26,33.05,31.42,-1.63,0,0
"1036",993,7,17,65.48,56.86,-7.62,-1,0
"1037",6,8,2,2.3,2.3,0,0,0
"1038",15,8,5,12.62,11.06,-1.56,0,0
"1039",23,8,1,2.3,1.59,-0.71,0,0
"1040",25,8,4,10.58,8.39,-2.19,0,0
"1041",27,8,8,14.54,13.8,-0.74,0,0
"1042",28,8,2,13.88,13.88,0,0,0
"1043",45,8,2,5.59,4.88,-0.71,0,0
"1044",46,8,10,34.19,33.5,-0.69,0,0
"1045",55,8,1,1.59,1.29,-0.3,0,0
"1046",56,8,10,38.82,32.69,-6.13,0,0
"1047",68,8,33,104.76,85.84,-18.92,0,1
"1048",73,8,3,11.18,10.43,-0.75,0,0
"1049",77,8,6,12.04,11.25,-0.79,0,0
"1050",82,8,5,2,2,0,0,0
"1051",83,8,4,18.45,16.16,-2.29,0,0
"1052",92,8,19,52.08,44.54,-7.54,0,1
"1053",99,8,47,91.95,83.39,-8.56,0,0
"1054",113,8,74,202.1,176.07,-26.03,0,0
"1055",123,8,8,34.83,26.87,-7.96,0,1
"1056",133,8,26,46.07,41.53,-4.54,0,0
"1057",136,8,10,25.42,20.43,-4.99,0,0
"1058",140,8,20,53.85,43.79,-10.06,0,0
"1059",143,8,56,213.17,162.92,-48.15,-2.1,0
"1060",149,8,4,19.13,19.13,0,0,1
"1061",153,8,26,31.34,26.51,-4.83,0,0
"1062",156,8,9,13.66,12.41,-1.25,0,0
"1063",157,8,3,1.77,1.77,0,0,0
"1064",161,8,9,16.97,12.11,-4.86,0,0
"1065",167,8,35,123.86,113.91,-9.95,0,0
"1066",171,8,8,21.26,15.41,-5.85,0,0
"1067",184,8,20,58.79,53.05,-5.74,0,0
"1068",228,8,5,8.67,8.67,0,0,0
"1069",232,8,10,20.88,15.2,-5.68,0,0
"1070",251,8,6,15.13,13.7,-1.43,0,1
"1071",257,8,1,5.99,5.99,0,0,0
"1072",263,8,1,1.49,1.49,0,0,0
"1073",275,8,10,21.66,19.84,-1.82,0,1
"1074",302,8,2,3.58,3.28,-0.3,0,0
"1075",303,8,5,14.74,10.9,-3.84,0,0
"1076",304,8,2,11.97,7.98,-3.99,0,0
"1077",307,8,2,4.44,4.44,0,0,0
"1078",315,8,9,6.37,6.07,-0.3,0,0
"1079",328,8,33,113.01,103.95,-9.06,0,0
"1080",332,8,11,16.23,13.35,-2.88,0,0
